Work ID,DOI,Title,Author,Year,Date,Citation count,Open access
W7134951423,https://doi.org/10.15680/ijctece.2024.0701009,The End of Generative AI Experiments Designing Production‑Grade Data Architectures for LLM Systems,Samanth Gurram,2024,2024-02-09,0,Open Access
W4416841045,https://doi.org/10.3389/fpubh.2025.1695782,Spatial distribution and characteristics of martial arts halls in China,Yao Yunfeng|Shuangrui Liu|Pengfei Yu|Wanyi Wu,2025,2025-12-01,0,Open Access
W7125530693,https://doi.org/10.31937/ti.v17i2.4357,"CUSTOMER SERVICE CHAT APPLICATION DESIGN RADEN INTEN II AIRPORT, LAMPUNG",Mezan El-Khaeri Kesuma|Indra Gunawan|M. Alif Ridho Setiawan,2026,2026-01-22,0,Open Access
W4414882152,https://doi.org/10.48084/etasr.12761,A Response-by-Retrieval Chatbot for Enhancing Horticulture Extension Services in Tanzania,Amos R. Lubawa|Devotha G. Nyambo|Neema Mduma|Ramadhani Sinde,2025,2025-10-06,0,Open Access
W4416142929,https://doi.org/10.64388/irev9i5-1711930,"Design and Implementation of a Multi-Modal, Agentic Code Companion System (ICC) using Fine-Tuned Code LLMs and Structured Visualization",Kunal Kumar Nath|Samridh Chauhan|Tanmay Jadhav|Pranit Virkar,2025,2025-11-12,0,Open Access
W7161407827,https://doi.org/10.22214/ijraset.2026.82260,"Comprehensive Survey of Retrieval-Augmented, Knowledge-Graph, and Multimodal Large Language Models for Inclusive Healthcare Guidance: Architectures, Benchmarks, and Clinical Deployment",Pratik J. Mali,2026,2026-05-16,0,Open Access
W7150079490,https://doi.org/10.48084/etasr.16879,Design and Empirical Evaluation of a Four-Layer AI Agent Architecture for Automated Web Application Security Testing,Bakhytzhan Kulambayev|Gulnar Astaubayeva|Zhanna Mukanova|Kuralay Makhmetova|Saken Mambetov|Serik Joldasbayev,2026,2026-04-04,0,Open Access
W7154580880,https://doi.org/10.22214/ijraset.2026.79727,MEMAX: AI-Driven Recommendation System for Personalized Content Delivery in OTT Platforms,Dr. Akshay Zavgaonkar,2026,2026-04-16,0,Open Access
W7165023325,https://doi.org/10.25258/ijddt.16.55s.1,A Retrieval-Augmented Multi-Agent Platform for Enterprise Intelligence,Sugunedham S. K|K V Subba Reddy M|Kesava Krishna D|Ramkumar R|Hemakumar D,2026,2026-06-17,0,Open Access
W4416307607,https://doi.org/10.17762/ijisae.v13i2s.7915,Cloud-Powered Healthcare &amp; Insurance Transformation with CRM and Advanced Analytics,Sridhar Rangu,2025,2025-01-01,0,Open Access
W7161571807,https://doi.org/10.54254/2755-2721/2026.33551,StressAgent: A Dual-Agent System for Human Stress Classification with Retrieval Augmentation,Ziyue Zhu,2026,2026-05-18,0,Open Access
W7116902839,https://doi.org/10.33965/ijwi_2025230206,FROM RECOGNITION TO RELIABILITY: A FRAMEWORK FOR TRUSTWORTHY MULTIMODAL AI IN CULTURAL HERITAGE (THE MUSEEPAL CASE),,2025,2025-12-23,0,Open Access
W4407259728,https://doi.org/10.2478/acss-2025-0004,Comparison of Language Models for English-Latvian Semantic Search,Artem Kucheravy|Gints Jēkabsons,2025,2025-01-01,0,Open Access
W7162342407,https://doi.org/10.31004/riggs.v5i2.8979,Development of Automated Essay Scoring Using Retrieval Augmented Generation in SAGE,I Gusti Nyoman Sapta Wiguna|Ida Bagus Nyoman Pascima|Luh Putu Eka Damayanthi,2026,2026-05-23,0,Open Access
W7163828085,https://doi.org/10.62643/ijerst.2026.v22.n2(3).3306,Job Portal,Mr. Manotosh Sarkar|Mr. Subrat Kumar Behera|Dr. P B Manoj,2026,2026-06-06,0,Open Access
W7125132925,https://doi.org/10.56975/ijcrt.v14i1.297627,Scalable Generative AI Pipelines for Enterprise Bulk Workflows,Sarath Vankamardhi nirmala varadhi,2026,2026-01-01,0,Open Access
W7128042511,https://doi.org/10.70315/uloap.ulirs.2026.0301008,Building Trustworthy AI for Enterprise Support: An Empirical Study of a RAG-Based Architectural Framework,Udit Joshi|Kapil Verma,2026,2026-02-05,0,Open Access
W7108731946,https://doi.org/10.5281/zenodo.17820966,Deterministic Memory Architecture_ A Coherence-Bound Model for Cross-Context Reasoning,"Bostick, Devin",2025,2025-12-04,0,Open Access
W7167074219,https://doi.org/10.1017/pds.2026.10579,An LLM model to guide and enrich the understanding of stakeholder value and development of product requirements,Jonathan Cagan|Vincent Sha,2026,2026-07-02,0,Open Access
W7150767793,https://doi.org/10.1109/ms.2026.3680431,"Making Sense of AI Agents Hype: Adoption, Architectures, and Takeaways from Practitioners",Ruoyu Su|Matteo Esposito|Roberta Capuano|Rafiullah Omar|June Sallou|Henry Muccini|Davide Taibi,2026,2026-01-01,0,Open Access
W4389257288,https://doi.org/10.1590/2236-9996.2024-5912.e,State’s action in the production of the informal city: a spatial analysis in Florianópolis,Pedro Jablinski Castelhano|Maíra Mesquita Maciorowski|Elisa de Oliveira Beck,2023,2023-12-01,0,Open Access
W7163139075,https://doi.org/10.31891/csit-2026-2-7,TOOLS FOR SEMANTIC SEARCH AND ANSWER GENERATION IN UKRAINIAN-LANGUAGE MUSEUM SYSTEMS,Khrystyna Lipianina-Honcharenko|Vadym VITENKO|Diana Zahorodnia,2026,2026-05-31,0,Open Access
W7171002214,,SwanNLP at SemEval-2026 Task 5: An LLM-based Framework for Plausibility Scoring in Narrative Word Sense Disambiguation,Nicholas Micallef|Julian Hough,2026,2026-01-01,0,Open Access
W7148386469,https://doi.org/10.18103/mra.v14i3.7362,Transforming Legacy Clinical Trial Schedules of Activities into Interoperable Digital Formats,Mark Kramer,2025,2025-01-01,0,Open Access
W7138939829,https://doi.org/10.3946/kjme.2025.151,Metaverse-based objective structured clinical examinations: an exploratory approach to advancing clinical competency assessment,Yeon‐Ju Huh|Joon Sung Shin|Narae Yoon|Ju Whi Kim|Do Hoon Kim|Chanwoong Kim|Seoi Jeong|Yejin Yoon|Soyeon Shin|Hyoun‐Joong Kong|Sun Jung Myung,2026,2026-03-20,0,Open Access
W1187540010,,Small Dictionary of Digital Cartography,Nedjeljko Frančula|Miljenko Lapaine,2008,2008-12-30,0,Open Access
W7124316507,https://doi.org/10.5392/ijoc.2025.21.4.107,SiCExtractor: A Retrieval-Augmented Generation Pipeline for PVT-Based SiC Crystal Growth Research,Fatemeh Pishkool|Hyoseok Oh|Ga-Ae Ryu|Jinhwa Park|Kwan-Hee Yoo,2025,2025-12-31,0,Open Access
W4410455210,https://doi.org/10.37745/ejcsit.2013/vol13n20115,Data Stewardship Co-Pilot: Transforming Enterprise Data Governance with Generative AI and Agentic Frameworks,Sumit Chakraborty,2025,2025-04-15,0,Open Access
W7152600598,https://doi.org/10.63503/j.ijaimd.2026.233,Retrieval-Augmented Generation (RAG) for Large Language Models: A Comprehensive Survey,Tanay Chowdhury,2026,2026-04-08,0,Open Access
W7168025853,https://doi.org/10.70340/jirsi.v5i2.405,Perancangan Sistem Asisten Produktivitas Pribadi Cerdas “Prioritas Bot” Menggunakan Large Language Model (LLM) Berbasis N8N dan Telegram,Elita Nur Ilahi|Muhammad Encep|Setyono Setyono,2026,2026-05-31,0,Open Access
W7134906798,https://doi.org/10.48047/jocaaa.2025.34.02.29,A Software-Oriented Computational Study of Prompt Engineering Pipelines for Large Language Models,Kumar Kasimala,2025,2025-02-01,0,Open Access
W7166552964,https://doi.org/10.54097/sk4p8931,The Application of Large Language Models in Vertical Domains: learning assistance,Dehou Lin|Ping Li,2026,2026-06-28,0,Open Access
W7142558689,,Data Science 2.0: computational architecture and orchestration of agent-based systems in a fintech environment,Sandra Oliveira Soares Cardoso|José Augusto Theodosio Pazetti,2025,2025-01-01,0,Open Access
W4410491346,https://doi.org/10.18278/sesa.5.2.7,Building a Standalone AI Assistant for Deep Space Exploration,Lima Agnel Tony|Harikumar Ganesan|G. Sangeetha|A. Amritha|R. Durairaj|Joji J. Chaman|E S Padmakumar,2025,2025-04-01,0,Open Access
W4403583997,https://doi.org/10.17265/2328-2134/2024.04.001,Legal and Ethical Perspectives on Artificial Intelligence,Paul J. Morrow,2024,2024-08-28,0,Open Access
W4412818893,https://doi.org/10.56028/aetr.14.1.1569.2025,SOTA large language models’ contribution on the design of economic policies,Zelin Zhao,2025,2025-07-26,0,Open Access
W4409994374,https://doi.org/10.55041/ijsrem46614,VIVABOT: An AI-Driven Automated Viva Examination System for Efficient and Adaptive Assessments,Dhanya Lakshmi,2025,2025-04-30,0,Open Access
W4414252609,https://doi.org/10.32996/jcsts.2025.7.9.56,Contextual Retrieval-Augmented Generation: A Serverless Architecture Using AWS Kendra and Claude,Sriram Ramakrishnan,2025,2025-09-12,0,Open Access
W4410605088,https://doi.org/10.61591/jslhu.20.633,Integrating pre-trained LLMS with RAG for efficient content retrieval,Tran Trong Kien|Khau Van Bich,2025,2025-05-22,0,Open Access
W7169787322,https://doi.org/10.17341/gazimmfd.1796962,Yapılandırılmış sorgu dilinde sorgu üretimi için erişim destekli üretim ve erişim destekli uyarlama yöntemlerinin karşılaştırmalı değerlendirmesi,Metin Bi̇lgi̇n|Mehmet Bozdemir,2026,2026-07-20,0,Open Access
W7115005019,https://doi.org/10.63282/3117-5481/aijcst-v7i1p105,ML-Based Scenario Modeling and Forecasting for Oracle Cloud Financials,Partha Sarathi Reddy Pedda Muntala,2025,2025-01-01,0,Open Access
W7167077174,https://doi.org/10.3390/app16136617,LLMs in Automated Assessment: A Role-Based Taxonomy and Framework for Controlled Educational Integration,Anastasia Vangelova|Vеskа Gаnchеvа,2026,2026-07-02,0,Open Access
W7124281658,https://doi.org/10.3390/su18020875,Time-Series Modeling and LLM-Based Agents for Peak Energy Management in Smart Campus Environments,Mossab Batal|Youness Tace|Hassna Bensag|Sanaa El Filali|Mohamed Tabaa,2026,2026-01-15,0,Open Access
W4416557051,https://doi.org/10.1007/s10515-026-00636-7,BugRepro: enhancing android bug reproduction with domain-specific knowledge integration,Hongrong Yin|Jinhong Huang|Yao Li|Yun‐Wei Dong|Tao Zhang,2026,2026-06-15,0,Open Access
W4416614870,https://doi.org/10.5256/f1000research.12234.r22382,Referee report. For: Reproducibility2020: Progress and priorities [version 1; referees: 2 approved],Lenny Teytelman,2017,2017-01-01,0,Open Access
W4388795372,https://doi.org/10.35595/2414-9179-2023-1-29-521-534,Topographic data in the cartographic support of geological exploration: current state and prospects,Dmitriy Loginov,2023,2023-01-01,0,Open Access
W7162294678,https://doi.org/10.32604/cmc.2026.079318,Towards Threat Identification for the BACnet Protocol Using Large Language Models,Hsuan-Chih Ku|Jyun-Kai Yang|Pang‐Wei Tsai|Shih‐Hsiung Lee,2026,2026-01-01,0,Open Access
W4413684600,https://doi.org/10.5753/jbcs.2025.5427,A sentence similarity-based approach for enhancing entity linking,Ítalo M. Pereira|Anderson A. Ferreira,2025,2025-08-08,0,Open Access
W4412867983,https://doi.org/10.59573/emsj.9(3).2025.48,Agentic AI in Personalization: How LLMs Are Powering the Next Generation of Proactive Experiences,Rohit Upadhyay,2025,2025-07-30,0,Open Access
W4413883004,https://doi.org/10.51967/tepian.v6i3.3379,AI for Enhanced Efficiency in Business Waste Sorting Strategies,Ama Muzni Mahmudi|Teddy Mantoro,2025,2025-09-01,0,Open Access
W3080916780,https://doi.org/10.2298/ijgi2002115g,Methods for calculation the spatial distribution of the territory membership to the urbanized based on the hybrid neural network,Богдан Миколайович Гаць|Yaroslav Vyklyuk|Artur Horbovyy,2020,2020-01-01,0,Open Access
W7126068920,https://doi.org/10.4314/jasem.v30i1.21,"Physicochemical Breeding-Site Water Parameters and Their Role in Environmental Pollution-Driven Insecticide Resistance in Mosquito Vectors in Jigawa State, Nigeria",A. Babandi|H. M. Yakasai|K. Babagana|N. Lawan|S. Ibrahim|D. Shehu|M. Yau|N. Abubakar|J. A. Mashi|A Aboelkassem Ibrahim|A. A. Imam,2026,2026-01-28,0,Open Access
W7154946824,https://doi.org/10.3390/app16083966,ToR-Lite: A Lightweight Semantic Query Decomposition for Multi-Hop Retrieval-Augmented Generation in Cloud-Based AI Systems,Hee-Kyong Yoo|Wonbae Kim|Nammee Moon,2026,2026-04-19,0,Open Access
W7164836010,https://doi.org/10.3390/electronics15122613,Multi-Hop Trajectory Prediction of Aircraft Taxiing Using Spatio-Temporal Knowledge Graph with Vector-Index Support,Jing Shan|Jianan Yin|Beijing Zhou|Minghua Hu,2026,2026-06-12,0,Open Access
W7117035853,https://doi.org/10.4018/jgim.395841,Large Language Model-Powered Generation of Multilingual Online Consumer Reviews for E-Commerce,Prince Pandey|Jyoti Prakash Singh|Rishabh Rajan|Rajeev Dwivedi|Adilson Carlos Yoshkuni,2025,2025-12-23,0,Open Access
W7140095357,https://doi.org/10.69709/caic.2026.155073,Fine-tuning vs RAG: A Position Paper from the Perspective of LLM-based Cybersecurity Modeling,Mohammad Amaz Uddin|Iqbal H. Sarker,2026,2026-03-23,0,Open Access
W4413418615,https://doi.org/10.17148/ijarcce.2025.14806,An Interpretable Early Warning System for Malaria Outbreaks in Bayelsa State Using Deep Learning and Climate Data,May Stow|Emma Obasi,2025,2025-08-22,0,Open Access
W4414544350,https://doi.org/10.56975/ijrti.v10i9.206339,Agentic AI Executors in Java Microservices for Autonomous Task Decomposition and Orchestration,Sohith Sri Ammineedu Yalamati,2025,2025-01-01,0,Open Access
W4402557941,https://doi.org/10.70135/seejph.vi.907,Analysis of Food Nutrients Impact for Improving Public Health Using Multi Features Deep Recurrent Neural Network for Health Care Management,Rajesh Keshavrao Deshmukh|Eram Fatma,2024,2024-09-02,0,Open Access
W4415727359,https://doi.org/10.36948/ijfmr.2025.v07i05.58535,AI-Powered Healthcare Monitoring for Tumor Identification and Classification,S. Priyadharshini|R PRABHANJANI|G Nithyashree.|B. Narmadha,2025,2025-10-25,0,Open Access
W7163442681,https://doi.org/10.15662/ijeetr.2026.0802390,"AI TEACH Innovators: A Privacy-First Conversational Business Intelligence Platform using Hybrid RAG, Knowledge Graphs, and Agentic AI with Local LLM Inference",S. Selvarajan|B. Harish|Ganpat Kumar|MK. Dinesh|S. Barath,2026,2026-03-28,0,Open Access
W7138998843,https://doi.org/10.3390/buildings16061224,Improving Access to Building Licensing Information in Australia: Design and Development of a Graph-Based Retrieval-Augmented Generation (RAG) Artificial Intelligence (AI) System,Diya Yan|Jing Liu|Bocheng Han|Zhengyi Yang|Jun He|Jirong Xu|Riza Yosia Sunindijo|Cynthia ChangXin Wang,2026,2026-03-19,0,Open Access
W3095942456,https://doi.org/10.2478/mgrsd-2020-0027,Visualization of the territorial origins of the inhabitants of the Recovered Territories (Poland) in 1950,Szczepan Cegiełko|Izabela Karsznia,2020,2020-10-01,0,Open Access
W7117377764,https://doi.org/10.5311/josis.2025.31.502,Benchmarking large language models for geolocating colonial Virginia land grants,Ryan Mioduski,2025,2025-12-27,0,Open Access
W4411559749,https://doi.org/10.37394/232029.2025.4.15,Development of System Engineering Based on the Ideal Ring Bundles Combinatorial Theory,Volodymyr Riznyk|Marta Talan|Theodor Talan,2025,2025-06-23,0,Open Access
W7108336895,https://doi.org/10.4236/oalib.1114603,In-Document Table Data Inference Based on LLM-ICL Model,Xinrui Dou,2025,2025-01-01,0,Open Access
W4409469137,https://doi.org/10.15576/gll/200755,"Typology of hillforts according to their functions in the Polish Carpathians and their foreland, in the Early Medieval state of the first Piast dynasty – research using the latest geoinformatic tools",Cyryl Konstantinovski Puntos|S. Mikrut,2025,2025-04-15,0,Open Access
W7144196988,https://doi.org/10.54287/gujsa.1844025,Knowledge Distillation for Embeddings of Low-Resource Turkic Family Languages,Mirakram Aghalarov|Elvin Mammadov|Kavsar Huseynova,2026,2026-03-31,0,Open Access
W7127110366,https://doi.org/10.36085/jsai.v9i1.9632,Metode Retrieval-Augmented Generation dalam Pengembangan Chatbot Large Language Model pada Service Informasi Publik Disdukcapil Anambas,Muhammad Habsyi Mubarak|Joko Sutopo,2025,2025-12-30,0,Open Access
W7155182671,https://doi.org/10.60087/japmi.vol.04.issue.02.id.01,Integrating Generative AI with Autonomous Databases: A Deep Dive into Oracle Database 23ai and Oracle Database 26ai Architecture,Krishna Kompalli,2026,2026-04-22,0,Open Access
W7160959475,https://doi.org/10.47001/irjiet/2026.105007,TextMind: Design and Implementation of a Text-Based AI Assistant with Multi-Tier NLP Architecture and Contextual Dialogue Management,Apeksha Ashish Rangari|Sanjana Sandip Deotale|Sneha Suryabhan Chide|Awantika Praful Dhapte|Anushri Dadaji Askar|Jayanti A. Parashar,2026,2026-01-01,0,Open Access
W2784861142,https://doi.org/10.2298/fuace161101038j,Vulnerability of environmental systems of the functional urban region - detection by digital tool,Marija Jeftić|Slobodan Bajagic|Aleksandar Lučić|Ljubinko Rakonjac,2017,2017-01-01,0,Open Access
W7133257432,https://doi.org/10.33425/3066-1226.1158,Multi-PDF RAG Chatbot Using LangChain and Streamlit,Murali G|Venu Gopal U|Jithendra Reddy A|Hemalatha S,2025,2025-10-30,0,Open Access
W7147591199,https://doi.org/10.15282/daam.v7i1.13380,Development of a retrieval-augmented generation framework for automated proposal generation through Azure cloud,Aqilah Maisarah Azizi|Nor Azuana Ramli|Mohd Zaid Waqiyuddin Mohd Zulkifli,2026,2026-03-31,0,Open Access
W7125528100,https://doi.org/10.11648/j.ajist.20261001.14,The &amp;quot;Airlock&amp;quot; and the &amp;quot;Fortress&amp;quot;: A Strategic Blueprint for Secure Large Language Model Adoption in National Defence Contexts,Partha Majumdar,2026,2026-01-20,0,Open Access
W7154708716,https://doi.org/10.56975/ijcrt.v14i4.305242,AI-Based Farmer Query Support and Advisory System,Yash Srivastava|Dr. Swati Patel,2026,2026-01-01,0,Open Access
W7130784591,,Archiving Pedagogy,Craig Burston|Nela Milic,2019,2019-09-09,0,Open Access
W7148728527,https://doi.org/10.14569/ijacsa.2026.01703106,An Evidence-Aware and Risk-Sensitive Retrieval-Augmented Generation Framework for Internal Auditing,Tareq Fahad Aljabri|Mariam Abdulaziz Alnajim,2026,2026-01-01,0,Open Access
W7167227125,https://doi.org/10.38035/rrj.v8i4.2172,Design of an Artificial Intelligence Based Knowledge Sharing System to Support Electronic Procurement Services,Mahsa Elvina Rahmawyanet|Dana Indra Sensuse|Sofian Lusa,2026,2026-07-02,0,Open Access
W4410843173,https://doi.org/10.53469/jerp.2025.07(05).03,Teaching Reform Exploration of Information Retrieval Course in the Artificial Intelligence Era,Sheng Yu|Ying Wu,2025,2025-05-29,0,Open Access
W7154562757,https://doi.org/10.66053/voice.v4i1.449,Multi-Model LLM Coder with RAG for Indonesian Government Web Content Injection Detection: An Ablation Study in an On-Premise CSIRT Architecture,Faishal Azhiman Suryadi|Kalamullah Ramli,2026,2026-04-05,0,Open Access
W2521740525,,A Primer on GIS-T Databases,J. Allison Butler|Kenneth Dueker,2000,2000-01-01,0,Open Access
W4415915922,https://doi.org/10.53555/kuey.v29i4.10971,RDF In The Modern Data Ecosystem: Semantic Integration And Advanced Query Optimization,Jagrutiben Padhiyar,2023,2023-12-30,0,Open Access
W7164719910,,A Sovereign RAG Architecture for Pattern-Grounded Privacy Reasoning and Design Decisions,Andreas Schneider|Lukas Falk Waidelich|Thomas Schuster|Mario Boßlau,2026,2026-07-05,0,Open Access
W7115572282,https://doi.org/10.63282/3050-9246.ijetcsit-v6i2p111,User Experience Patterns for Front-End Integration of Retrieval-Augmented Generation in Enterprise Platforms,Venkat Kishore Yarram|Rajesh Cherukuri,2025,2025-05-10,0,Open Access
W7166444490,https://doi.org/10.24412/1998-4839-2026-2-369-384,Цифровое моделирование пешеходных потоков в задачах предпроектного анализа и оптимизации городской среды,Репа Дарья Андреевна|Макеев Елисей Олегович|Кручинин Александр Сергеевич,2026,2026-06-28,0,Open Access
W7159552253,,Summarising Regulations:An Empirical Study of Long-Document Summarisation Methods under Extreme Compression,Tuba Gökhan|Mubashir Ali|Mark; id_orcid 0000-0003-1262-2045 Lee,2026,2026-03-27,0,NOT Open Access
W3175127934,https://doi.org/10.5120/ijca2021921368,Enhanced Independent Components Analysis (EICA),Mustafa Almahdi Algaet|Abd Samad Bin Hasan Basari|Ali Ahmad Milad|Salem H. Almadhun,2021,2021-06-21,0,Open Access
W7114914367,https://doi.org/10.3145/thinkepi.2025.e19a30,De la web semántica a la web sintética: los grafos de conocimiento como infraestructura de la IA generativa,Juan-Antonio Pástor-Sánchez,2025,2025-12-12,0,Open Access
W4414892487,https://doi.org/10.3390/jimaging11100349,Image-Processing-Driven Modeling and Reconstruction of Traditional Patterns via Dual-Channel Detection and B-Spline Analysis,Xuemei He|Siyi Chen|Yin Kuang|Xinyue Yang,2025,2025-10-07,0,Open Access
W7164989296,https://doi.org/10.3390/philosophies11030098,The Backend as a Possible Functional Analogue of Consciousness: Redirecting Attention from the Language Model to the Orchestrating Layer,Pavel Straňák,2026,2026-06-17,0,Open Access
W7163401978,https://doi.org/10.52058/2786-6025-2026-4(58)-3452-3469,ПОРІВНЯЛЬНИЙ АНАЛІЗ ЕФЕКТИВНОСТІ ВЕКТОРНОГО ПОШУКУ У GCP FIRESTORE,Іван Клименко|Євген Лебідь,2026,2026-05-27,0,Open Access
W4414929045,https://doi.org/10.12732/ijam.v38i5s.330,RETRIEVAL AUGMENTED NEURAL ADAPTERS FOR DOMAIN SPECIFIC CUSTOMIZATION OF LARGE LANGUAGE MODELS,Abha Kiran Rajpoot,2025,2025-10-08,0,Open Access
W4415227539,https://doi.org/10.1080/13467581.2025.2571771,Study on the coupling characteristics of traditional village protection and development in North China,Fan Lai|Dayu Zhang,2025,2025-10-15,0,Open Access
W1986552311,https://doi.org/10.5120/16784-6369,Comparison of Multi-View Face Recognition using DCT and Hybrid DWT of Score Fusion under Uncontrolled Illumination Variation,Manisha JKasar|Nitin S. Choubey,2014,2014-06-18,0,Open Access
W7118945551,https://doi.org/10.48047/jocaaa.2024.33.07.69,Deep Learning Optimization for Large-Scale Video Retrieval Systems,"GS NAVEEN KUMAR, VSK REDDY, LEELA KUMARI BALIVADA",2025,2025-10-25,0,Open Access
W7161694528,https://doi.org/10.58845/jstt.utt.2026.en.6.2.218-231,RAG-IT: Retrieval-Augmented Instruction Tuning for Automated Financial Analysis - A Case Study for the Semiconductor Sector,Van-Duc Le|Tien-Cuong Bui|Hai-Thien To,2025,2025-12-25,0,Open Access
W4414977839,https://doi.org/10.1109/mcom.001.2500650,"From Agentification to Self-Evolving Agentic AI for Wireless Networks: Concepts, Approaches, and Future Research Directions",Changyuan Zhao|Ruichen Zhang|Jiacheng Wang|Dusit Niyato|Geng Sun|Xianbin Wang|Shiwen Mao|Abbas Jamalipour,2026,2026-01-01,0,Open Access
W7130376077,https://doi.org/10.31004/riggs.v5i1.6524,Analisis Perbandingan Efektivitas Zero-Shot vs Chain-of-Thought Prompting dalam Meningkatkan Presisi Informasi pada LLM Berbasis Dokumen PDF,Kurnia Yahya|Dikwan Moeis|Musdalifa Thamrin|Sry Yunarti|Alvina Felicia Watratan|Satriawaty Mallu,2026,2026-02-10,0,Open Access
W7140930372,https://doi.org/10.3390/app16073182,A Retrieval-Augmented Generation with Dual-Similarity Monitoring for Nuclear Energy Knowledge Q&amp;A,Cheng-Hsing Chiang|Kun-Chou Lee,2026,2026-03-26,0,Open Access
W7154923309,,Summarising Regulations: an Empirical Study of Long-Document Summarisation Methods under Extreme Compression,Mubashir Ali|Mark; id_orcid 0000-0003-1262-2045 Lee|Tuba Gökhan,2026,2026-03-27,0,NOT Open Access
W7131663214,https://doi.org/10.1109/jtehm.2026.3668755,Cardiology-Chat: A Multi-LLMs Powered System for Cardiac Diagnostic Reasoning and Clinical Support,Zhibin Yang|Chuanyue Chen|Seedahmed S. Mahmoud|Xuerui Tan|Yequn Chen|Qiang Fang,2026,2026-01-01,0,Open Access
W7166515782,https://doi.org/10.18173/2354-1075.2026-0060,DEVELOPING A VIRTUAL ASSISTANT TO SUPPORT INFORMATICS LESSON PLANNING,Nguyen Hong Phong|Do Minh Quan|Lê Xuân Hiền|Phạm Thọ Hoàn,2026,2026-06-29,0,Open Access
W4312769855,https://doi.org/10.1515/eng-2022-0358,Seamless geospatial data methodology for topographic map: A case study on Baghdad,Ahmed Salman Hasan|Kasim A. Abed Al-Abbas|Sajaa Muhsein Khazael,2022,2022-01-01,0,Open Access
W7130871083,https://doi.org/10.11591/ijai.v15.i1.pp237-246,Real-time intelligent virtual assistant based on retrieval augmented generation,I Ketut Resika Arthana|Ni Putu Novita Puspa Dewi|Gede Arna Jude Saskara|I Made Ardwi Pradnyana|Luh Indrayani,2026,2026-02-01,0,Open Access
W4389738849,https://doi.org/10.5194/isprs-archives-xlviii-1-w2-2023-959-2023,SUITABILITY AND CHALLENGES OF OPEN MAPS FOR EUROPE DATA FOR CREATING A GENERAL PURPOSE SMALL-SCALE MAP OF CROATIA,Ana Kuveždić Divjak|Karlo Kević|Marina Viličić|V. Hlatki,2023,2023-12-13,0,Open Access
W4416565483,https://doi.org/10.63282/3050-9262.ijaidsml-v6i4p107,"Architecting, Grounding and Governing – Telecom Supply Chain GenAI Agents with SAP AI Foundation",Sivasubramanian Kalaiselvan,2025,2025-01-01,0,Open Access
W4402982816,https://doi.org/10.48009/1_iis_2024_135,PRACTICAL USE CASES OF GENERATIVE AI IN TEACHING AND ACADEMIC PROFESSIONAL WORK: AN EXPLORATORY STUDY,,2024,2024-01-01,0,Open Access
W4408410379,https://doi.org/10.2478/amns-2025-0791,Research on AIGC empowering digital cultural and creative design style transfer and diversified generation methods,Ran Jia,2025,2025-01-01,0,Open Access
W7168131857,https://doi.org/10.56975/jaafr.v4i7.512621,Equity News Research Tool using LLM &amp; RAG,Rinku Patter|Amandeep Amandeep|Indu Indu,2026,2026-07-01,0,Open Access
W7119506322,https://doi.org/10.36079/lamintang.ijai-01202.852,RAG-Guardrails Integration for AI Content Control,Rakesh Ashok More,2025,2025-12-23,0,Open Access
W7128444093,https://doi.org/10.58286/32600,Towards Supporting Non-Destructive Testing Inspectors with a Multi-Modal Generative AI Copilot,Pia Carina Pickmann|Jan-Henrik Woltersmann|Jonas Werheid|Hannes Behnen|Sylwia Olbrych|Jörg Weißer|Tobias Hamann|Anas Abdelrazeq|Robert H. Schmitt,2026,2026-02-09,0,Open Access
W7154564698,https://doi.org/10.36897/jme/218709,Evaluating Data Suitability for RAG Systems in Manufacturing: A Comparison Between Human and LLM Judgments,Tom Keller|Carsten Wohlgemuth|Eike Permin,2026,2026-04-16,0,Open Access
W7160303037,https://doi.org/10.65205/jcct.2026.e3516,A Retrieval-Augmented Generation Framework for Traditional Chinese Medicine Herb Recommendation Using Symptom-Focused and Ingredient-Based Embeddings,Teerapord Lin|Jeerasak Khangkhan|Isares Nonjun,2026,2026-04-30,0,Open Access
W30121904,https://doi.org/10.1007/s12029-018-0160-x,5.宇宙線による微粒子形成( 宇宙気候学),公明 増田,2014,2014-02-25,0,NOT Open Access
W7152988587,https://doi.org/10.63920/tjths.52011,Persistent vs. Ephemeral: A Comparative Analysis of Codebase Indexing in AI Programming Tools,Tabish Khan,2026,2026-01-01,0,Open Access
W4403836114,https://doi.org/10.26485/agl/2024/114/6,"Changes in forest habitat types in the vicinity of Sulejów Reservoir, Pilica River, Poland",Krzysztof Będkowski|Marcin Jaskulski,2024,2024-01-01,0,Open Access
W4415746894,https://doi.org/10.1371/journal.pone.0335764,MALDI-TOF MS for malaria vector surveillance: A cost-comparison analysis using a decision-tree approach,Jonathan Karisa|Cassidy Rist|Mercy Tuwei|Kelly Ominde|Brian Bartilol|Zedekiah Ondieki|Haron Musani|Caroline Wanjiku|Joseph Mwangangi|Charles Mbogo|Martin Rono|Philip Bejon|Marta F. Maia,2025,2025-10-31,0,Open Access
W7148823911,https://doi.org/10.1038/s41467-026-70873-7,Human analogical guidance amplifies LLM performance through cross-domain knowledge activation,R. Larraz|A. Corma,2026,2026-04-03,0,Open Access
